class,ra,dec,u,g,r,i,z,nuv_mag,u-g,u-r,u-i,u-z,u-nuv_mag,g-r,g-i,g-z,g-nuv_mag,r-i,r-z,r-nuv_mag,i-z,i-nuv_mag,class
2,187.5533404,23.50272731,19.79091644,19.21558952,18.57211113,18.13938332,18.05404854,21.26754761,0.57532692,1.21880531,1.65153312,1.7368679,-1.47663117,0.64347839,1.0762062,1.16154098,-2.05195809,0.43272781,0.51806259,-2.69543648,0.08533478,-3.12816429,-3.21349907
1,188.5125333,23.44216927,19.75763893,18.34100914,17.68700409,17.32448769,17.0387249,20.89445305,1.41662979,2.07063484,2.43315124,2.71891403,-1.13681412,0.65400505,1.01652145,1.30228424,-2.55344391,0.3625164,0.64827919,-3.20744896,0.28576279,-3.56996536,-3.85572815
1,194.0758727,33.51133398,25.56392097,20.87260437,19.08176041,18.50011444,18.11434174,22.1341095,4.6913166,6.48216056,7.06380653,7.44957923,3.42981147,1.79084396,2.37248993,2.75826263,-1.26150513,0.58164597,0.96741867,-3.05234909,0.3857727,-3.63399506,-4.01976776
1,189.4507068,40.42254613,22.13841629,21.2992897,20.06822968,19.25855827,18.7626133,23.31650734,0.83912659,2.07018661,2.87985802,3.37580299,-1.17809105,1.23106002,2.04073143,2.5366764,-2.01721764,0.80967141,1.30561638,-3.24827766,0.49594497,-4.05794907,-4.55389404
2,190.1225592,40.45655672,22.27214622,21.41079521,21.31108475,21.06960678,20.93582726,22.62433243,0.86135101,0.96106147,1.20253944,1.33631896,-0.35218621,0.09971046,0.34118843,0.47496795,-1.21353722,0.24147797,0.37525749,-1.31324768,0.13377952,-1.55472565,-1.68850517
1,188.8398893,23.40641903,19.86911201,18.63923264,17.79015732,17.3220005,17.04418564,21.09568024,1.22987937,2.07895469,2.54711151,2.82492637,-1.22656823,0.84907532,1.31723214,1.595047,-2.4564476,0.46815682,0.74597168,-3.30552292,0.27781486,-3.77367974,-4.0514946
0,186.2387959,21.76814404,22.85560608,21.9156456,20.33667946,19.13422966,19.13107681,22.48030281,0.93996048,2.51892662,3.72137642,3.72452927,0.37530327,1.57896614,2.78141594,2.78456879,-0.56465721,1.2024498,1.20560265,-2.14362335,0.00315285,-3.34607315,-3.349226
1,178.8771476,21.81804138,22.60085106,19.86338997,18.2406559,17.6537571,17.26336288,22.03090286,2.73746109,4.36019516,4.94709396,5.33748818,0.5699482,1.62273407,2.20963287,2.60002709,-2.16751289,0.5868988,0.97729302,-3.79024696,0.39039422,-4.37714576,-4.76753998
1,186.6439977,21.8324605,19.75886726,19.11553001,18.72474861,18.45659447,18.41512108,20.22479248,0.64333725,1.03411865,1.30227279,1.34374618,-0.46592522,0.3907814,0.65893554,0.70040893,-1.10926247,0.26815414,0.30962753,-1.50004387,0.04147339,-1.76819801,-1.8096714
1,177.8386516,23.09376538,19.70372009,18.33330727,17.51027107,17.06668282,16.79183006,20.24679756,1.37041282,2.19344902,2.63703727,2.91189003,-0.54307747,0.8230362,1.26662445,1.54147721,-1.91349029,0.44358825,0.71844101,-2.73652649,0.27485276,-3.18011474,-3.4549675
1,184.2087086,23.04837746,19.95197868,18.33786201,17.47718811,16.97525597,16.64421844,22.10766411,1.61411667,2.47479057,2.97672271,3.30776024,-2.15568543,0.8606739,1.36260604,1.69364357,-3.7698021,0.50193214,0.83296967,-4.630476,0.33103753,-5.13240814,-5.46344567
1,182.0776059,23.35647709,19.04693985,17.78105545,17.07208061,16.68728065,16.45004463,19.79498291,1.2658844,1.97485924,2.3596592,2.59689522,-0.74804306,0.70897484,1.0937748,1.33101082,-2.01392746,0.38479996,0.62203598,-2.7229023,0.23723602,-3.10770226,-3.34493828
1,182.0513187,23.01284231,19.33705139,18.33583832,17.71730042,17.37443161,17.14675522,20.29446983,1.00121307,1.61975097,1.96261978,2.19029617,-0.95741844,0.6185379,0.96140671,1.1890831,-1.95863151,0.34286881,0.5705452,-2.57716941,0.22767639,-2.92003822,-3.14771461
1,182.1881752,16.2900938,19.45305443,18.14610672,17.63652802,17.31747437,17.14888763,20.13103867,1.30694771,1.81652641,2.13558006,2.3041668,-0.67798424,0.5095787,0.82863235,0.99721909,-1.98493195,0.31905365,0.48764039,-2.49451065,0.16858674,-2.8135643,-2.98215104
1,182.7375242,21.97927835,19.25435638,17.66301727,16.93165207,16.55234528,16.26301003,20.20091438,1.59133911,2.32270431,2.7020111,2.99134635,-0.946558,0.7313652,1.11067199,1.40000724,-2.53789711,0.37930679,0.66864204,-3.26926231,0.28933525,-3.6485691,-3.93790435
1,181.0631033,23.04124523,20.36200714,19.04781151,17.85546875,17.38183975,17.05252838,20.75380898,1.31419563,2.50653839,2.98016739,3.30947876,-0.39180184,1.19234276,1.66597176,1.99528313,-1.70599747,0.473629,0.80294037,-2.89834023,0.32931137,-3.37196923,-3.7012806
1,177.5730341,23.01142756,19.11845779,18.34212875,17.60848808,17.20666885,16.93665504,19.66835785,0.77632904,1.50996971,1.91178894,2.18180275,-0.54990006,0.73364067,1.1354599,1.40547371,-1.3262291,0.40181923,0.67183304,-2.05986977,0.27001381,-2.461689,-2.73170281
1,185.1551758,22.7961513,19.34113312,18.04468346,17.40187073,17.01924515,16.77305794,20.01924896,1.29644966,1.93926239,2.32188797,2.56807518,-0.67811584,0.64281273,1.02543831,1.27162552,-1.9745655,0.38262558,0.62881279,-2.61737823,0.24618721,-3.00000381,-3.24619102
1,186.3844036,23.66963541,18.67625809,16.90606689,16.01200485,15.59103012,15.34376812,22.02262115,1.7701912,2.66425324,3.08522797,3.33248997,-3.34636306,0.89406204,1.31503677,1.56229877,-5.11655426,0.42097473,0.66823673,-6.0106163,0.247262,-6.43159103,-6.67885303
1,178.6779421,23.57698469,22.19540977,18.65278435,17.60116386,17.02601433,16.66617393,22.42706108,3.54262542,4.59424591,5.16939544,5.52923584,-0.23165131,1.05162049,1.62677002,1.98661042,-3.77427673,0.57514953,0.93498993,-4.82589722,0.3598404,-5.40104675,-5.76088715
1,186.7361621,23.55876379,18.93303299,17.53896713,16.87533951,16.51263046,16.28292084,19.7199707,1.39406586,2.05769348,2.42040253,2.65011215,-0.78693771,0.66362762,1.02633667,1.25604629,-2.18100357,0.36270905,0.59241867,-2.84463119,0.22970962,-3.20734024,-3.43704986
1,186.7973537,23.62534416,19.48812485,18.1282711,17.42503548,17.01853943,16.72414207,20.67429543,1.35985375,2.06308937,2.46958542,2.76398278,-1.18617058,0.70323562,1.10973167,1.40412903,-2.54602433,0.40649605,0.70089341,-3.24925995,0.29439736,-3.655756,-3.95015336
1,178.4488312,24.49610021,19.05186462,17.51121521,16.78749275,16.39142036,16.08236313,19.89696884,1.54064941,2.26437187,2.66044426,2.96950149,-0.84510422,0.72372246,1.11979485,1.42885208,-2.38575363,0.39607239,0.70512962,-3.10947609,0.30905723,-3.50554848,-3.81460571
1,179.7301695,23.09714417,19.88720512,18.69993401,17.78930283,17.32033539,17.02414894,20.68351173,1.18727111,2.09790229,2.56686973,2.86305618,-0.79630661,0.91063118,1.37959862,1.67578507,-1.98357772,0.46896744,0.76515389,-2.8942089,0.29618645,-3.36317634,-3.65936279
1,177.9787719,25.020873,25.77604294,20.817276,19.0202713,18.26985741,17.88912773,22.61527061,4.95876694,6.75577164,7.50618553,7.88691521,3.16077233,1.7970047,2.54741859,2.92814827,-1.79799461,0.75041389,1.13114357,-3.59499931,0.38072968,-4.3454132,-4.72614288
1,181.9153818,16.72641653,19.31847382,18.20398521,17.69062614,17.35259438,17.21332359,20.09293938,1.11448861,1.62784768,1.96587944,2.10515023,-0.77446556,0.51335907,0.85139083,0.99066162,-1.88895417,0.33803176,0.47730255,-2.40231324,0.13927079,-2.740345,-2.87961579
1,205.6124355,19.52867465,19.2164135,17.6862011,16.84813309,16.40222549,16.10561943,20.53880692,1.5302124,2.36828041,2.81418801,3.11079407,-1.32239342,0.83806801,1.28397561,1.58058167,-2.85260582,0.4459076,0.74251366,-3.69067383,0.29660606,-4.13658143,-4.43318749
1,205.8019518,19.79228844,19.75297165,19.06172371,18.35741043,18.0812912,17.56577301,20.73853874,0.69124794,1.39556122,1.67168045,2.18719864,-0.98556709,0.70431328,0.98043251,1.4959507,-1.67681503,0.27611923,0.79163742,-2.38112831,0.51551819,-2.65724754,-3.17276573
1,205.937425,18.31253217,19.42562866,18.23839188,17.65370178,17.32364655,17.11879158,20.58358765,1.18723678,1.77192688,2.10198211,2.30683708,-1.15795899,0.5846901,0.91474533,1.1196003,-2.34519577,0.33005523,0.5349102,-2.92988587,0.20485497,-3.2599411,-3.46479607
1,202.1832705,19.34877877,17.90822601,15.81504822,14.82513428,14.37880516,14.06223392,20.93563461,2.09317779,3.08309173,3.52942085,3.84599209,-3.0274086,0.98991394,1.43624306,1.7528143,-5.12058639,0.44632912,0.76290036,-6.11050033,0.31657124,-6.55682945,-6.87340069
1,202.8191776,19.21588116,18.93612099,17.7185173,17.10650063,16.73534393,16.45837402,19.47674561,1.21760369,1.82962036,2.20077706,2.47774697,-0.54062462,0.61201667,0.98317337,1.26014328,-1.75822831,0.3711567,0.64812661,-2.37024498,0.27696991,-2.74140168,-3.01837159
1,204.4587587,19.42795509,19.19599342,17.99918365,17.44496536,17.15980721,16.94466019,20.8832016,1.19680977,1.75102806,2.03618621,2.25133323,-1.68720818,0.55421829,0.83937644,1.05452346,-2.88401795,0.28515815,0.50030517,-3.43823624,0.21514702,-3.72339439,-3.93854141
1,182.142264,18.05293943,19.42735672,18.1969223,17.5224762,17.11882973,16.91617012,20.55005264,1.23043442,1.90488052,2.30852699,2.5111866,-1.12269592,0.6744461,1.07809257,1.28075218,-2.35313034,0.40364647,0.60630608,-3.02757644,0.20265961,-3.43122291,-3.63388252
1,183.2427094,21.99331364,19.67969894,18.38162804,17.79499054,17.44560432,17.18473816,20.426157,1.2980709,1.8847084,2.23409462,2.49496078,-0.74645806,0.5866375,0.93602372,1.19688988,-2.04452896,0.34938622,0.61025238,-2.63116646,0.26086616,-2.98055268,-3.24141884
1,204.1289549,18.20188026,21.17065239,20.054245,19.77988052,19.71370316,19.77562332,18.79178047,1.11640739,1.39077187,1.45694923,1.39502907,2.37887192,0.27436448,0.34054184,0.27862168,1.26246453,0.06617736,0.0042572,0.98810005,-0.06192016,0.92192269,0.98384285
0,189.9640377,15.31302616,20.20520973,19.10818481,18.74921227,18.65177727,18.68903732,20.83774376,1.09702492,1.45599746,1.55343246,1.51617241,-0.63253403,0.35897254,0.45640754,0.41914749,-1.72955895,0.097435,0.06017495,-2.08853149,-0.03726005,-2.18596649,-2.14870644
0,205.3527486,28.23728281,21.23182869,20.3105011,20.00052834,19.87569427,19.94980812,21.98417091,0.92132759,1.23130035,1.35613442,1.28202057,-0.75234222,0.30997276,0.43480683,0.36069298,-1.67366981,0.12483407,0.05072022,-1.98364257,-0.07411385,-2.10847664,-2.03436279
0,192.8479788,29.50723688,21.29543495,20.39446068,20.17970467,20.05815887,19.97906113,22.61448097,0.90097427,1.11573028,1.23727608,1.31637382,-1.31904602,0.21475601,0.33630181,0.41539955,-2.22002029,0.1215458,0.20064354,-2.4347763,0.07909774,-2.5563221,-2.63541984
0,190.5527215,29.13061027,20.96949005,20.32786369,20.07848167,19.88225365,19.95839119,23.12215805,0.64162636,0.89100838,1.0872364,1.01109886,-2.152668,0.24938202,0.44561004,0.3694725,-2.79429436,0.19622802,0.12009048,-3.04367638,-0.07613754,-3.2399044,-3.16376686
1,207.1469407,27.42259088,19.09767151,17.95665169,17.45006371,17.1594696,16.93708801,19.95183754,1.14101982,1.6476078,1.93820191,2.1605835,-0.85416603,0.50658798,0.79718209,1.01956368,-1.99518585,0.29059411,0.5129757,-2.50177383,0.22238159,-2.79236794,-3.01474953
0,183.4357681,38.87422579,21.12989235,20.05935287,19.56458473,19.31759453,19.28055573,23.26415443,1.07053948,1.56530762,1.81229782,1.84933662,-2.13426208,0.49476814,0.74175834,0.77879714,-3.20480156,0.2469902,0.284029,-3.6995697,0.0370388,-3.9465599,-3.9835987
1,194.6229562,28.30112126,18.2057209,16.56734085,15.81215286,15.53858566,15.13511372,20.00685501,1.63838005,2.39356804,2.66713524,3.07060718,-1.80113411,0.75518799,1.02875519,1.43222713,-3.43951416,0.2735672,0.67703914,-4.19470215,0.40347194,-4.46826935,-4.87174129
1,194.6229562,28.30112126,18.2057209,16.56734085,15.81215286,15.53858566,15.13511372,20.00685501,1.63838005,2.39356804,2.66713524,3.07060718,-1.80113411,0.75518799,1.02875519,1.43222713,-3.43951416,0.2735672,0.67703914,-4.19470215,0.40347194,-4.46826935,-4.87174129
1,195.2131505,28.04713891,18.47200584,16.54981232,15.85128307,15.51660538,15.34524632,22.19518089,1.92219352,2.62072277,2.95540046,3.12675952,-3.72317505,0.69852925,1.03320694,1.204566,-5.64536857,0.33467769,0.50603675,-6.34389782,0.17135906,-6.67857551,-6.84993457
1,195.2131505,28.04713891,18.47200584,16.54981232,15.85128307,15.51660538,15.34524632,22.19518089,1.92219352,2.62072277,2.95540046,3.12675952,-3.72317505,0.69852925,1.03320694,1.204566,-5.64536857,0.33467769,0.50603675,-6.34389782,0.17135906,-6.67857551,-6.84993457
1,201.682814,33.45198753,18.44351578,17.47504044,17.16927528,17.0504303,17.02266121,19.14728928,0.96847534,1.2742405,1.39308548,1.42085457,-0.7037735,0.30576516,0.42461014,0.45237923,-1.67224884,0.11884498,0.14661407,-1.978014,0.02776909,-2.09685898,-2.12462807
1,178.8905989,35.53880862,22.88064957,21.39618874,19.8869381,18.92903519,18.49031258,23.68237686,1.48446083,2.99371147,3.95161438,4.39033699,-0.80172729,1.50925064,2.46715355,2.90587616,-2.28618812,0.95790291,1.39662552,-3.79543876,0.43872261,-4.75334167,-5.19206428
1,194.8795953,27.95490705,21.92133141,20.67550659,20.06528091,19.59901237,19.41984749,22.14978027,1.24582482,1.8560505,2.32231904,2.50148392,-0.22844886,0.61022568,1.07649422,1.2556591,-1.47427368,0.46626854,0.64543342,-2.08449936,0.17916488,-2.5507679,-2.72993278
1,197.1969601,34.68123657,24.21953964,21.86100769,20.04200363,19.20471191,18.6892643,22.66859818,2.35853195,4.17753601,5.01482773,5.53027534,1.55094146,1.81900406,2.65629578,3.17174339,-0.80759049,0.83729172,1.35273933,-2.62659455,0.51544761,-3.46388627,-3.97933388
0,199.9376251,31.79099832,20.70059967,19.52638054,19.11466789,18.92321587,18.90675545,23.71748161,1.17421913,1.58593178,1.7773838,1.79384422,-3.01688194,0.41171265,0.60316467,0.61962509,-4.19110107,0.19145202,0.20791244,-4.60281372,0.01646042,-4.79426574,-4.81072616
2,191.3732689,36.79579911,23.4031086,21.79868317,21.87763977,21.60461998,21.35313988,23.28271294,1.60442543,1.52546883,1.79848862,2.04996872,0.12039566,-0.0789566,0.19406319,0.44554329,-1.48402977,0.27301979,0.52449989,-1.40507317,0.2514801,-1.67809296,-1.92957306
1,191.599064,36.42193522,22.81319046,21.75915527,20.05595207,19.25260353,18.77237511,24.10481071,1.05403519,2.75723839,3.56058693,4.04081535,-1.29162025,1.7032032,2.50655174,2.98678016,-2.34565544,0.80334854,1.28357696,-4.04885864,0.48022842,-4.85220718,-5.3324356
1,200.5503422,20.94565955,19.53264236,18.1313343,17.44545746,17.03473854,16.7622757,20.25922775,1.40130806,2.0871849,2.49790382,2.77036666,-0.72658539,0.68587684,1.09659576,1.3690586,-2.12789345,0.41071892,0.68318176,-2.81377029,0.27246284,-3.22448921,-3.49695205
1,203.0326842,31.71430293,18.67545509,17.49729919,17.01045227,16.70146942,16.57687187,19.21068954,1.1781559,1.66500282,1.97398567,2.09858322,-0.53523445,0.48684692,0.79582977,0.92042732,-1.71339035,0.30898285,0.4335804,-2.20023727,0.12459755,-2.50922012,-2.63381767
1,202.4371803,32.05614947,21.18593407,19.577631,18.03519058,17.46893883,17.11751556,22.7026329,1.60830307,3.15074349,3.71699524,4.06841851,-1.51669883,1.54244042,2.10869217,2.46011544,-3.1250019,0.56625175,0.91767502,-4.66744232,0.35142327,-5.23369407,-5.58511734
1,204.0818276,33.42343873,16.71895027,14.9637804,14.11893368,13.66969776,13.32061768,19.22214699,1.75516987,2.60001659,3.04925251,3.39833259,-2.50319672,0.84484672,1.29408264,1.64316272,-4.25836659,0.44923592,0.798316,-5.10321331,0.34908008,-5.55244923,-5.90152931
1,203.1858873,30.6376933,18.02256203,16.64515686,16.15580368,15.88093185,15.73941803,18.27558136,1.37740517,1.86675835,2.14163018,2.283144,-0.25301933,0.48935318,0.76422501,0.90573883,-1.6304245,0.27487183,0.41638565,-2.11977768,0.14151382,-2.39464951,-2.53616333
2,189.6949268,35.48454839,20.4943161,20.30388451,20.09708786,20.11453438,20.28563118,21.27947426,0.19043159,0.39722824,0.37978172,0.20868492,-0.78515816,0.20679665,0.18935013,0.01825333,-0.97558975,-0.01744652,-0.18854332,-1.1823864,-0.1710968,-1.16493988,-0.99384308
2,189.305253,34.2865077,20.5723362,20.29216194,20.27085495,20.03590775,19.88718796,20.59016418,0.28017426,0.30148125,0.53642845,0.68514824,-0.01782798,0.02130699,0.25625419,0.40497398,-0.29800224,0.2349472,0.38366699,-0.31930923,0.14871979,-0.55425643,-0.70297622
2,190.2683827,35.35543896,20.41802025,20.11404037,20.08087349,19.90905571,19.91031837,21.92017555,0.30397988,0.33714676,0.50896454,0.50770188,-1.5021553,0.03316688,0.20498466,0.203722,-1.80613518,0.17181778,0.17055512,-1.83930206,-0.00126266,-2.01111984,-2.00985718
1,183.4836535,38.69226761,19.17582512,17.89518356,17.52688217,17.25662994,17.2512722,19.64581108,1.28064156,1.64894295,1.91919518,1.92455292,-0.46998596,0.36830139,0.63855362,0.64391136,-1.75062752,0.27025223,0.27560997,-2.11892891,0.00535774,-2.38918114,-2.39453888
1,191.2529004,33.37484438,19.61315155,18.22704506,17.28675652,16.85783195,16.47584915,21.76025581,1.38610649,2.32639503,2.7553196,3.1373024,-2.14710426,0.94028854,1.36921311,1.75119591,-3.53321075,0.42892457,0.81090737,-4.47349929,0.3819828,-4.90242386,-5.28440666
1,190.0599095,33.41843616,20.11227417,18.59568214,17.73589516,17.37792015,17.08867455,20.64496803,1.51659203,2.37637901,2.73435402,3.02359962,-0.53269386,0.85978698,1.21776199,1.50700759,-2.04928589,0.35797501,0.64722061,-2.90907287,0.2892456,-3.26704788,-3.55629348
1,192.1373025,26.11551657,17.12287521,16.08213806,15.69161415,15.48217964,15.31369591,17.71485901,1.04073715,1.43126106,1.64069557,1.8091793,-0.5919838,0.39052391,0.59995842,0.76844215,-1.63272095,0.20943451,0.37791824,-2.02324486,0.16848373,-2.23267937,-2.4011631
1,192.6329645,26.9101497,19.36998558,17.71315765,17.07471466,16.80809021,16.49930191,21.87596321,1.65682793,2.29527092,2.56189537,2.87068367,-2.50597763,0.63844299,0.90506744,1.21385574,-4.16280556,0.26662445,0.57541275,-4.80124855,0.3087883,-5.067873,-5.3766613
1,180.4674496,37.91407456,18.59122658,17.60447121,17.19947433,16.93227768,16.85584259,18.97790337,0.98675537,1.39175225,1.6589489,1.73538399,-0.38667679,0.40499688,0.67219353,0.74862862,-1.37343216,0.26719665,0.34363174,-1.77842904,0.07643509,-2.04562569,-2.12206078
1,192.3170875,26.99214541,18.95561981,17.98006058,17.48106575,17.16867256,17.0332489,19.54878044,0.97555923,1.47455406,1.78694725,1.92237091,-0.59316063,0.49899483,0.81138802,0.94681168,-1.56871986,0.31239319,0.44781685,-2.06771469,0.13542366,-2.38010788,-2.51553154
2,188.8529587,29.76787912,20.24119949,20.14983177,20.12709045,19.92767525,20.24495316,21.2026062,0.09136772,0.11410904,0.31352424,-0.00375367,-0.96140671,0.02274132,0.22215652,-0.09512139,-1.05277443,0.1994152,-0.11786271,-1.07551575,-0.31727791,-1.27493095,-0.95765304
1,197.4051035,19.33802353,19.965868,18.49580002,17.78993416,17.43568039,17.13057899,20.85210037,1.47006798,2.17593384,2.53018761,2.83528901,-0.88623237,0.70586586,1.06011963,1.36522103,-2.35630035,0.35425377,0.65935517,-3.06216621,0.3051014,-3.41641998,-3.72152138
2,182.7685227,20.01906876,21.09107399,20.33075523,19.96953201,19.81270599,19.75757408,23.33447075,0.76031876,1.12154198,1.278368,1.33349991,-2.24339676,0.36122322,0.51804924,0.57318115,-3.00371552,0.15682602,0.21195793,-3.36493874,0.05513191,-3.52176476,-3.57689667
2,179.4930877,34.11252597,21.2869339,20.71895218,20.38903618,20.26290512,19.9736805,21.66078949,0.56798172,0.89789772,1.02402878,1.3132534,-0.37385559,0.329916,0.45604706,0.74527168,-0.94183731,0.12613106,0.41535568,-1.27175331,0.28922462,-1.39788437,-1.68710899
1,183.7392913,37.36283879,19.77642059,18.22790909,17.47320938,17.07104492,16.81601143,20.65055656,1.5485115,2.30321121,2.70537567,2.96040916,-0.87413597,0.75469971,1.15686417,1.41189766,-2.42264747,0.40216446,0.65719795,-3.17734718,0.25503349,-3.57951164,-3.83454513
1,192.431074,19.59000707,19.23064613,18.15239334,17.79370308,17.52828026,17.41502571,19.84861183,1.07825279,1.43694305,1.70236587,1.81562042,-0.6179657,0.35869026,0.62411308,0.73736763,-1.69621849,0.26542282,0.37867737,-2.05490875,0.11325455,-2.32033157,-2.43358612
1,193.2042999,20.70418703,19.48221207,17.98852348,17.41177559,17.0624752,16.91807175,20.14049911,1.49368859,2.07043648,2.41973687,2.56414032,-0.65828704,0.57674789,0.92604828,1.07045173,-2.15197563,0.34930039,0.49370384,-2.72872352,0.14440345,-3.07802391,-3.22242736
1,188.9410661,26.90887971,15.68712997,13.78514767,12.94384384,12.48848915,12.22295094,18.61587334,1.9019823,2.74328613,3.19864082,3.46417903,-2.92874337,0.84130383,1.29665852,1.56219673,-4.83072567,0.45535469,0.7208929,-5.6720295,0.26553821,-6.12738419,-6.3929224
1,195.7788021,18.53606891,18.73714066,17.76156807,17.47643089,17.17768478,17.20664597,19.0757885,0.97557259,1.26070977,1.55945588,1.53049469,-0.33864784,0.28513718,0.58388329,0.5549221,-1.31422043,0.29874611,0.26978492,-1.59935761,-0.02896119,-1.89810372,-1.86914253
2,196.7061831,38.04624747,18.62434959,18.38118744,18.21787453,18.01202965,18.06118584,19.74499512,0.24316215,0.40647506,0.61231994,0.56316375,-1.12064553,0.16331291,0.36915779,0.3200016,-1.36380768,0.20584488,0.15668869,-1.52712059,-0.04915619,-1.73296547,-1.68380928
1,182.1070383,35.29841784,19.45513725,17.80757523,16.95566177,16.49375343,16.1427021,21.06129837,1.64756202,2.49947548,2.96138382,3.31243515,-1.60616112,0.85191346,1.3138218,1.66487313,-3.25372314,0.46190834,0.81295967,-4.1056366,0.35105133,-4.56754494,-4.91859627
1,181.8071428,37.08458859,19.5008049,18.34710884,17.6181469,17.28607559,17.08588028,20.36440086,1.15369606,1.882658,2.21472931,2.41492462,-0.86359596,0.72896194,1.06103325,1.26122856,-2.01729202,0.33207131,0.53226662,-2.74625396,0.20019531,-3.07832527,-3.27852058
1,189.8596843,26.98137624,20.05205154,18.5483017,17.5572319,17.10980606,16.79501915,21.10511971,1.50374984,2.49481964,2.94224548,3.25703239,-1.05306817,0.9910698,1.43849564,1.75328255,-2.55681801,0.44742584,0.76221275,-3.54788781,0.31478691,-3.99531365,-4.31010056
1,199.5004283,31.732033,21.35123825,18.95731354,17.66382217,17.12622643,16.81680679,22.72492409,2.39392471,3.68741608,4.22501182,4.53443146,-1.37368584,1.29349137,1.83108711,2.14050675,-3.76761055,0.53759574,0.84701538,-5.06110192,0.30941964,-5.59869766,-5.9081173
1,204.8315085,28.53607407,19.05973625,17.36716461,16.56786346,16.17634201,15.87965584,19.77791595,1.69257164,2.49187279,2.88339424,3.18008041,-0.7181797,0.79930115,1.1908226,1.48750877,-2.41075134,0.39152145,0.68820762,-3.21005249,0.29668617,-3.60157394,-3.89826011
1,204.5084586,29.11382281,18.91442108,17.82754326,17.32950211,16.99431992,16.87438202,19.52550888,1.08687782,1.58491897,1.92010116,2.04003906,-0.6110878,0.49804115,0.83322334,0.95316124,-1.69796562,0.33518219,0.45512009,-2.19600677,0.1199379,-2.53118896,-2.65112686
1,205.3535076,29.80129158,18.92395401,17.93770599,17.56897163,17.31450844,17.13671875,20.05069923,0.98624802,1.35498238,1.60944557,1.78723526,-1.12674522,0.36873436,0.62319755,0.80098724,-2.11299324,0.25446319,0.43225288,-2.4817276,0.17778969,-2.73619079,-2.91398048
1,191.338965,20.76277841,20.03139687,18.33630371,17.31020737,16.85536194,16.54590988,21.23717499,1.69509316,2.7211895,3.17603493,3.48548699,-1.20577812,1.02609634,1.48094177,1.79039383,-2.90087128,0.45484543,0.76429749,-3.92696762,0.30945206,-4.38181305,-4.69126511
1,191.441857,20.47086321,18.51076889,17.37215042,16.91537094,16.60641861,16.44370461,19.13036919,1.13861847,1.59539795,1.90435028,2.06706428,-0.6196003,0.45677948,0.76573181,0.92844581,-1.75821877,0.30895233,0.47166633,-2.21499825,0.162714,-2.52395058,-2.68666458
1,187.6458275,26.49331842,18.9492569,17.83676147,17.3862381,17.08202362,17.00797653,19.64193153,1.11249543,1.5630188,1.86723328,1.94128037,-0.69267463,0.45052337,0.75473785,0.82878494,-1.80517006,0.30421448,0.37826157,-2.25569343,0.07404709,-2.55990791,-2.633955
1,186.5888981,28.06292422,19.80569077,18.45745659,17.76548195,17.37186432,17.14275551,20.71286583,1.34823418,2.04020882,2.43382645,2.66293526,-0.90717506,0.69197464,1.08559227,1.31470108,-2.25540924,0.39361763,0.62272644,-2.94738388,0.22910881,-3.34100151,-3.57011032
1,187.7835523,28.84150562,19.27019119,17.34217262,16.48437691,16.07815933,15.77718735,21.73412704,1.92801857,2.78581428,3.19203186,3.49300384,-2.46393585,0.85779571,1.26401329,1.56498527,-4.39195442,0.40621758,0.70718956,-5.24975013,0.30097198,-5.65596771,-5.95693969
1,206.1809342,29.69491282,19.08333206,17.93592453,17.40080833,17.05250931,16.87833977,19.87054062,1.14740753,1.68252373,2.03082275,2.20499229,-0.78720856,0.5351162,0.88341522,1.05758476,-1.93461609,0.34829902,0.52246856,-2.46973229,0.17416954,-2.81803131,-2.99220085
1,206.4421508,23.95704363,20.27679253,18.67230988,17.80218315,17.3693943,17.07067299,21.3518219,1.60448265,2.47460938,2.90739823,3.20611954,-1.07502937,0.87012673,1.30291558,1.60163689,-2.67951202,0.43278885,0.73151016,-3.54963875,0.29872131,-3.9824276,-4.28114891
1,189.9987504,19.96503648,19.8615284,18.4097538,17.75667953,17.37478447,17.10839081,20.40494919,1.4517746,2.10484887,2.48674393,2.75313759,-0.54342079,0.65307427,1.03496933,1.30136299,-1.99519539,0.38189506,0.64828872,-2.64826966,0.26639366,-3.03016472,-3.29655838
1,192.5724195,19.3864168,19.15791512,18.03557777,17.51201248,17.1678257,17.01893616,20.32878685,1.12233735,1.64590264,1.99008942,2.13897896,-1.17087173,0.52356529,0.86775207,1.01664161,-2.29320908,0.34418678,0.49307632,-2.81677437,0.14888954,-3.16096115,-3.30985069
1,189.2905317,30.72283353,19.16820526,18.19467926,17.67444038,17.3097744,17.10938263,19.96131897,0.973526,1.49376488,1.85843086,2.05882263,-0.79311371,0.52023888,0.88490486,1.08529663,-1.76663971,0.36466598,0.56505775,-2.28687859,0.20039177,-2.65154457,-2.85193634
2,189.273391,30.33470795,20.2298069,20.06343842,19.84102631,19.50299072,19.21672249,19.96653557,0.16636848,0.38878059,0.72681618,1.01308441,0.26327133,0.22241211,0.5604477,0.84671593,0.09690285,0.33803559,0.62430382,-0.12550926,0.28626823,-0.46354485,-0.74981308
1,206.1988064,28.00149746,19.42843437,18.11977386,17.24035072,16.77165604,16.49742699,20.78031158,1.30866051,2.18808365,2.65677833,2.93100738,-1.35187721,0.87942314,1.34811782,1.62234687,-2.66053772,0.46869468,0.74292373,-3.53996086,0.27422905,-4.00865554,-4.28288459
