Training Data,Accuracy
6725,0.6573468173706127
13450,0.6573468173706127
20175,0.6668649613325401
26900,0.7727543129089828
33625,0.6627007733491969
40350,0.7043426531826293
47075,0.819155264723379
53800,0.6674598453301607
60525,0.8054729327781083
67250,0.7566924449732302
73975,0.8072575847709696
80700,0.8447352766210589
87425,0.8227245687091017
94150,0.6989886972040452
100875,0.8453301606186794
107600,0.792385484830458
114325,0.7834622248661511
121050,0.6972040452111838
127775,0.8340273646638905
134500,0.8399762046400951
141225,0.7787031528851874
147950,0.8465199286139203
154675,0.6591314693634741
161400,0.7798929208804283
168125,0.7917906008328376
174850,0.834622248661511
181575,0.8465199286139203
188300,0.842355740630577
195025,0.8274836406900654
201750,0.8477096966091612
208475,0.8316478286734087
215200,0.6585365853658537
221925,0.7287328970850684
228650,0.7900059488399762
235375,0.8465199286139203
242100,0.8483045806067817
248825,0.8364069006543724
255550,0.8471148126115408
262275,0.8245092207019631
269000,0.784651992861392
275725,0.8447352766210589
282450,0.8352171326591314
289175,0.7906008328375966
295900,0.8387864366448543
302625,0.8453301606186794
309350,0.8494943486020226
316075,0.8441403926234384
322800,0.8411659726353361
329525,0.8488994646044021
336250,0.8465199286139203
342975,0.8465199286139203
349700,0.8471148126115408
356425,0.8471148126115408
363150,0.8465199286139203
369875,0.8483045806067817
376600,0.8274836406900654
383325,0.8488994646044021
390050,0.8471148126115408
396775,0.8494943486020226
403500,0.8447352766210589
410225,0.8447352766210589
416950,0.8488994646044021
423675,0.819155264723379
430400,0.8072575847709696
437125,0.8500892325996431
443850,0.8441403926234384
450575,0.8441403926234384
457300,0.8459250446162998
464025,0.835812016656752
470750,0.8471148126115408
477475,0.8393813206424747
484200,0.851279000594884
490925,0.8471148126115408
497650,0.8500892325996431
504375,0.8441403926234384
511100,0.8375966686496134
517825,0.8488994646044021
524550,0.819155264723379
531275,0.8441403926234384
538000,0.843545508625818
544725,0.8500892325996431
551450,0.8506841165972635
558175,0.8441403926234384
564900,0.8441403926234384
571625,0.8483045806067817
578350,0.8441403926234384
585075,0.8459250446162998
591800,0.8453301606186794
598525,0.8524687685901249
605250,0.8471148126115408
611975,0.8465199286139203
618700,0.8506841165972635
625425,0.8500892325996431
632150,0.8494943486020226
638875,0.8471148126115408
645600,0.8477096966091612
652325,0.8328375966686496
659050,0.8441403926234384
665775,0.8375966686496134
672500,0.8506841165972635
