Training Data,Accuracy
6725,0.6573468173706127
13450,0.6751933372992267
20175,0.6573468173706127
26900,0.7513384889946461
33625,0.6876859012492564
40350,0.7757287328970851
47075,0.7519333729922665
53800,0.8173706127305176
60525,0.6656751933372992
67250,0.8221296847114813
73975,0.760261748958953
80700,0.8340273646638905
87425,0.6728138013087448
94150,0.7953599048185603
100875,0.5794170136823319
107600,0.816775728732897
114325,0.817965496728138
121050,0.825698988697204
127775,0.7745389649018442
134500,0.6787626412849495
141225,0.810232004759072
147950,0.7031528851873885
154675,0.8387864366448543
161400,0.6579417013682332
168125,0.7953599048185603
174850,0.8477096966091612
181575,0.7572873289708507
188300,0.8262938726948245
195025,0.7816775728732898
201750,0.6722189173111244
208475,0.8340273646638905
215200,0.8405710886377157
221925,0.8215348007138608
228650,0.7751338488994646
235375,0.8227245687091017
242100,0.8447352766210589
248825,0.8453301606186794
255550,0.7174301011302796
262275,0.8364069006543724
269000,0.7239738251041047
275725,0.8441403926234384
282450,0.834622248661511
289175,0.810232004759072
295900,0.8149910767400357
302625,0.8477096966091612
309350,0.7876264128494943
316075,0.8453301606186794
322800,0.8453301606186794
329525,0.8132064247471743
336250,0.8286734086853064
342975,0.7941701368233195
349700,0.7441998810232004
356425,0.7745389649018442
363150,0.8399762046400951
369875,0.7792980368828079
376600,0.7555026769779893
383325,0.6977989292088043
390050,0.8459250446162998
396775,0.8477096966091612
403500,0.7590719809637121
410225,0.8447352766210589
416950,0.8060678167757287
423675,0.7584770969660916
430400,0.8161808447352766
437125,0.8352171326591314
443850,0.8417608566329565
450575,0.6680547293277811
457300,0.8221296847114813
464025,0.819155264723379
470750,0.8239143367043427
477475,0.8477096966091612
484200,0.8477096966091612
490925,0.7560975609756098
497650,0.6478286734086853
504375,0.6989886972040452
511100,0.7959547888161809
517825,0.8215348007138608
524550,0.7721594289113622
531275,0.8429506246281975
538000,0.6876859012492564
544725,0.8227245687091017
551450,0.8459250446162998
558175,0.810232004759072
564900,0.8453301606186794
571625,0.8465199286139203
578350,0.6787626412849495
585075,0.8429506246281975
591800,0.8459250446162998
598525,0.8441403926234384
605250,0.8459250446162998
611975,0.8399762046400951
618700,0.7055324211778703
625425,0.8251041046995836
632150,0.8429506246281975
638875,0.8465199286139203
645600,0.8465199286139203
652325,0.8340273646638905
659050,0.8494943486020226
665775,0.6109458655562165
672500,0.8483045806067817
